onetsoc_code	title	title_nb	description	description_nb	changed
"13-1081.01"	"Logistics Engineers"	"Logistikkingeniør"	"Design or analyze operational solutions for projects such as transportation optimization, network modeling, process and methods analysis, cost containment, capacity enhancement, routing and shipment optimization, or information management."	"Utformer eller analyserer driftsløsninger for prosjekter som f.eks. transportoptimalisering, nettverksplanlegging, prosess- og metodeanalyser, kostnadsbesparelser, kapasitetsforbedring, optimalisering av sending og frakting eller informasjonsforvaltning."	"2017-05-26"
"13-1081.02"	"Logistics Analysts"	"Logistikkanalytiker"	"Analyze product delivery or supply chain processes to identify or recommend changes. May manage route activity including invoicing, electronic bills, and shipment tracing."	"Analyserer prosesser i produktleveranse eller forsyningskjeder for å oppdage eller anbefale endringer. Kan administrere forsendelser, herunder fakturering, e-fakturering og sporing av forsendelser."	"2017-05-26"
"13-1082.00"	"Project Management Specialists"	"Prosjektledelse-spesialist"	"Analyze and coordinate the schedule, timeline, procurement, staffing, and budget of a product or service on a per project basis. Lead and guide the work of technical staff. May serve as a point of contact for the client or customer."		"2022-04-25"
"13-1111.00"	"Management Analysts"	"Ledelsesanalytiker"	"Conduct organizational studies and evaluations, design systems and procedures, conduct work simplification and measurement studies, and prepare operations and procedures manuals to assist management in operating more efficiently and effectively. Includes program analysts and management consultants."	"Utfører og evaluerer organisasjonsundersøkelser, utformer ordninger og prosedyrer, gjør undersøkelser av arbeidsforenkling og -måling og forbereder drifts- og prosedyreveiledninger for å bistå ledelsen i å drive mer effektivt og virksomt. Inkluderer programanalytikere og ledelseskonsulenter"	"2017-05-26"
"13-1121.00"	"Meeting, Convention, and Event Planners"	"Møte-, stevne- og arrangementsplanlegger"	"Coordinate activities of staff, convention personnel, or clients to make arrangements for group meetings, events, or conventions."	"Samordner arbeidet for ansatte, stevnepersonale eller klienter for å forberede gruppemøter, arrangementer eller stevner."	"2017-05-26"
"13-1131.00"	"Fundraisers"	"Pengeinnsamler"	"Organize activities to raise funds or otherwise solicit and gather monetary donations or other gifts for an organization. May design and produce promotional materials. May also raise awareness of the organization's work, goals, and financial needs."	"Organiserer arbeidet med å samle inn penger eller på andre måter utbe og samle inn pengegaver eller andre gaver på vegne av en virksomhet. Kan også designe og produsere markedsføringsmateriale. Kan også bekjentgjøre virksomhetens arbeid, mål og finansielle behov."	"2017-05-26"
"13-1141.00"	"Compensation, Benefits, and Job Analysis Specialists"	"Spesialist innen vederlag, utbytte og jobbanalyse"	"Conduct programs of compensation and benefits and job analysis for employer. May specialize in specific areas, such as position classification and pension programs."	"Gjennomfører programmer for vederlags-, utbytte- og jobbanalyse for arbeidsgiver. Kan spesialisere seg innen visse felt, f.eks. stillingsklassifisering og pensjonsordninger."	"2017-05-26"
"13-1151.00"	"Training and Development Specialists"	"Opplærings- og utviklingsspesialist"	"Design and conduct training and development programs to improve individual and organizational performance. May analyze training needs."	"Lager og gjennomfører opplærings- og utviklingsprogrammer for å forbedre prestasjoner på individ- eller virksomhetsnivå. Kan analysere opplæringsbehov."	"2017-05-26"
"13-1161.00"	"Market Research Analysts and Marketing Specialists"	"Markedsundersøkelsesanalytiker og markedsføringsspesialist"	"Research market conditions in local, regional, or national areas, or gather information to determine potential sales of a product or service, or create a marketing campaign. May gather information on competitors, prices, sales, and methods of marketing and distribution."	"Undersøker markedsforhold lokalt, regionalt eller nasjonalt, innhenter informasjon for å beregne salgspotensialet for en vare eller tjeneste, eller lager markedsføringskampanjer. Kan innhente informasjon om konkurrenter, priser, salg og metoder for markedsføring og distribusjon."	"2017-05-26"
"13-1161.01"	"Search Marketing Strategists"	"Søkemotormarkedsfører"	"Employ search marketing tactics to increase visibility and engagement with content, products, or services in Internet-enabled devices or interfaces. Examine search query behaviors on general or specialty search engines or other Internet-based content. Analyze research, data, or technology to understand user intent and measure outcomes for ongoing optimization."		"2022-04-25"
"13-1199.00"	"Business Operations Specialists, All Other"	"Næringsvirksomhetsspesialist, alle andre"	"All business operations specialists not listed separately."	"Alle spesialister innen næringsvirksomhet som ikke er ført opp separat."	"2017-05-26"
"13-1199.04"	"Business Continuity Planners"	"Driftsstabilitetsplanlegger"	"Develop, maintain, or implement business continuity and disaster recovery strategies and solutions, including risk assessments, business impact analyses, strategy selection, and documentation of business continuity and disaster recovery procedures. Plan, conduct, and debrief regular mock-disaster exercises to test the adequacy of existing plans and strategies, updating procedures and plans regularly. Act as a coordinator for continuity efforts after a disruption event."	"Utvikler, opprettholder eller iverksetter strategier og løsninger for driftskontinuitet og gjenoppbygging etter kriser, herunder risikoanalyser, konsekvensanalyse for driftsopphold, valg av strategi og dokumentasjon av prosedyrer for driftskontinuitet og gjenreisning etter kriser. Planlegger, gjennomfører og avlegger rapport om kriseøvelser for å teste at eksisterende planer og strategier er tilstrekkelige, og oppdatere prosedyrer og planer jevnlig. Er koordinator for kontinuitetstiltak etter et avbrudd."	"2017-05-26"
"13-1199.05"	"Sustainability Specialists"	"Bærekraftsekspert"	"Address organizational sustainability issues, such as waste stream management, green building practices, and green procurement plans."	"Tar opp bærekraftssaker i virksomheten, som f.eks. håndtering av avfallsstrømmer, grønne byggløsninger og grønne anskaffelsesplaner."	"2017-05-26"
"13-1199.06"	"Online Merchants"	"Nettkjøpmann"	"Conduct retail activities of businesses operating exclusively online. May perform duties such as preparing business strategies, buying merchandise, managing inventory, implementing marketing activities, fulfilling and shipping online orders, and balancing financial records."	"Leder detaljhandel for bedrifter som utelukkende opererer på nett. Kan utføre oppgaver som f.eks. å forberede forretningsstrategier, kjøpe inn varer, holde styr på inventar, implementere markedsføringstiltak, fullføre og sende nettbestillinger og saldere regnskap."	"2017-05-26"
"13-1199.07"	"Security Management Specialists"	"Sikkerhetsledelse-spesialist"	"Conduct security assessments for organizations, and design security systems and processes. May specialize in areas such as physical security or the safety of employees and facilities."		"2022-04-25"
"13-2011.00"	"Accountants and Auditors"	"Regnskapsfører og revisor"	"Examine, analyze, and interpret accounting records to prepare financial statements, give advice, or audit and evaluate statements prepared by others. Install or advise on systems of recording costs or other financial and budgetary data."	"Kontrollerer, analyserer og fortolker regnskapene for å forberede finansregnskap, gi råd eller revidere og evaluere regnskap andre har forberedt. Installere eller gi veiledning om ordninger for å registrerer kostnader og andre finans- og budsjettopplysninger."	"2017-05-26"
"13-2022.00"	"Appraisers of Personal and Business Property"	"Takstmann (næringseiendom)"	"Appraise and estimate the fair value of tangible personal or business property, such as jewelry, art, antiques, collectibles, and equipment. May also appraise land."		"2022-04-25"
"13-2023.00"	"Appraisers and Assessors of Real Estate"	"Takstmann"	"Appraise real estate, exclusively, and estimate its fair value. May assess taxes in accordance with prescribed schedules."		"2022-04-25"
"13-2031.00"	"Budget Analysts"	"Budsjettanalytiker"	"Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations. Analyze budgeting and accounting reports."	"Undersøker om budsjettoverslag er fullstendige, nøyaktige og i overenstemmelse med prosedyrer og forskrifter. Analyserer budsjett- og regnskapsrapporter."	"2017-05-26"
"13-2041.00"	"Credit Analysts"	"Kredittanalytiker"	"Analyze credit data and financial statements of individuals or firms to determine the degree of risk involved in extending credit or lending money. Prepare reports with credit information for use in decision making."	"Analyserer kredittinformasjon og regnskap for enkeltpersoner eller firmaer for å beregne risikograden ved utvidet kreditt eller lån. Klargjør rapporter med kredittinformasjon som grunnlag for avgjørelser."	"2017-05-26"
"13-2051.00"	"Financial and Investment Analysts"	"Finansanalytiker"	"Conduct quantitative analyses of information affecting investment programs of public or private institutions."	"Gjennomfører kvantitative analyser av informasjon som vedkommer investeringsprogrammer i offentlige eller private institusjoner."	"2017-05-26"
